,JobTitle,Require,Link
125,DevOps Engineer,"Linux,DevOps,AWS,Cloud,CI/CD",https://topdev.vn/viec-lam/devops-engineer-mgm-technology-partners-vietnam-2029666
126,[Hochiminh/Hanoi] Technical Leader,"J2EE,React Native,English,Technical Leader,Software Developer",https://topdev.vn/viec-lam/hochiminh-hanoi-technical-leader-ntt-data-vietnam-2029909
127,[Hochiminh] Senior Development Manager,"Project Manager,Japanese - N2,Problem Solving Skill,Software Developer,English - Good",https://topdev.vn/viec-lam/hochiminh-senior-development-manager-ntt-data-vietnam-2029908
128,Game Developer (Unity 3D),"C#,Unity3d",https://topdev.vn/viec-lam/game-developer-unity-3d-kamora-2029893
129,IT - CHUYÊN VIÊN VẬN HÀNH ỨNG DỤNG E-BANKING,"Oracle,Java,C#",https://topdev.vn/viec-lam/it-chuyen-vien-van-hanh-ung-dung-e-banking-ngan-hang-a-chau-acb-2029824
130,[Khối Ngân hàng số] CGCC/CG/CVCC Vận hành và phát triển hệ thống (DevOps),"DevOps,Fintech",https://topdev.vn/viec-lam/khoi-ngan-hang-so-cgcc-cg-cvcc-van-hanh-va-phat-trien-he-thong-devops-ngan-hang-tmcp-an-binh-abbank-2029953
131,Information Security,"System Admin,Database,System Security",https://topdev.vn/viec-lam/information-security-ngan-hang-tmcp-an-binh-abbank-2029952
132,Web Developer (ReactJS/NextJS/NodeJS),"NodeJS,ReactJS,Web Developer,NextJS",https://topdev.vn/viec-lam/web-developer-reactjs-nextjs-nodejs-quick-vietnam-2029926
133,"Manager/Project Manager (PM, Japanese N3+)","Manager,Project Manager,Japanese,BSE Leader,Project Leader",https://topdev.vn/viec-lam/manager-project-manager-pm-japanese-n3-nec-vietnam-2029917
134,WordPress Back-end Developer with WooCommerce Expertise,"PHP,MySQL,WordPress,Back-End,Restful Api,Woocommerce",https://topdev.vn/viec-lam/wordpress-back-end-developer-with-woocommerce-expertise-bin-corporation-group-viet-nam-2029915
135,QA Manager,"Manager,QA",https://topdev.vn/viec-lam/qa-manager-the-rep-office-of-styl-solutions-pte-ltd-in-hcmc-2029974
136,QA Engineer (Automation/ Manual),"Tester,QA/QC,Manual Test,Automation QA",https://topdev.vn/viec-lam/qa-engineer-automation-manual-the-rep-office-of-styl-solutions-pte-ltd-in-hcmc-2029973
137,TECHNICAL LEADER,Technical Leader,https://topdev.vn/viec-lam/technical-leader-the-rep-office-of-styl-solutions-pte-ltd-in-hcmc-2029972
138,[Khối Ngân hàng số] Chuyên viên Cao cấp/Chuyên viên phát triển ứng dụng Ngân hàng số (Web Frontend),"CSS,JavaScript,HTML,Front-End,ReactJS,VueJS,Angular",https://topdev.vn/viec-lam/khoi-ngan-hang-so-chuyen-vien-cao-cap-chuyen-vien-phat-trien-ung-dung-ngan-hang-so-web-frontend-ngan-hang-tmcp-an-binh-abbank-2029954
139,"Professional JAVA Engineer (Spring, English)","Java,Java EE,API,Spring Boot,English Skills",https://topdev.vn/viec-lam/professional-java-engineer-spring-english-adnovum-2029984
140,Senior DevOps (Cloud/Mail server/Coding),"DevOps,Cloud",https://topdev.vn/viec-lam/senior-devops-cloud-mail-server-coding-floware-2029983
141,Senior iOS Developer (Swift),"Swift,iOS,Objective-C,Mobile",https://topdev.vn/viec-lam/senior-ios-developer-swift-floware-2029982
142,"Senior Automation QC (Appium,Python)","Python,QC,Appium",https://topdev.vn/viec-lam/senior-automation-qc-appium-python-floware-2029981
143,Microsoft Dynamics AX Software Engineer,".NET,MS SQL,Microsoft Dynamics AX,Microsoft Dynamics 365,D365 FO",https://topdev.vn/viec-lam/microsoft-dynamics-ax-software-engineer-ila-vietnam-2029995
144,Java/C# Developer,"Java,C#",https://topdev.vn/viec-lam/java-c-developer-brycen-vietnam-2029992
145,Python Developer (Remote),"JavaScript,Python",https://topdev.vn/viec-lam/python-developer-remote-prime-labo-2029991
146,Software Developer (Java/PHP/.NET),"PHP,Oracle,Java,C#,MySQL,.NET,Spring,Software Developer,Struts,PostgreSql",https://topdev.vn/viec-lam/software-developer-java-php-net-allexceed-viet-nam-2029990
147,[Hochiminh] Technical Leader - Japanese N3,"Java,ERP,Japanese - N3,Technical Leader,Web Application,CRM",https://topdev.vn/viec-lam/hochiminh-technical-leader-japanese-n3-ntt-data-vietnam-2029989
148,Senior Data Analyst Executive,"SQL,Python,Data Analytics,Spss",https://topdev.vn/viec-lam/senior-data-analyst-executive-vus-anh-van-hoi-viet-my-2030165
149,.Net Developer (.Net core/Azure Cloud),"C#,.NET,.NET Core",https://topdev.vn/viec-lam/net-developer-net-core-azure-cloud-bbv-vietnam-co-ltd-2029997
150,Java Developer (Spring Boot),"Java,Spring,Spring Boot",https://topdev.vn/viec-lam/java-developer-spring-boot-bbv-vietnam-co-ltd-2029996
151,"Senior Fullstack Engineer (ReactJS, NodeJS)","NodeJS,Full-Stack,ReactJS",https://topdev.vn/viec-lam/senior-fullstack-engineer-reactjs-nodejs-cyberlogitec-vietnam-co-ltd-2030176
152,IT Trainer,"Problem Solving Skill,Software Developer,Commucation",https://topdev.vn/viec-lam/it-trainer-vus-anh-van-hoi-viet-my-2030175
153,Senior UI/UX Designer,"UX/UI Design,English - Good",https://topdev.vn/viec-lam/senior-ui-ux-designer-vus-anh-van-hoi-viet-my-2030174
154,Senior Mobile Developer (Flutter),"Swift,Android,iOS,Mobile,Kotlin,Flutter",https://topdev.vn/viec-lam/senior-mobile-developer-flutter-one-mount-group-2030201
155,Senior Front-End Developer (ReactJS),"Front-End,HTML & CSS,React JS,Redux,NextJS",https://topdev.vn/viec-lam/senior-front-end-developer-reactjs-one-mount-group-2030199
156,Mid/Senior Unity Game Developer,"Android,Unity,C#,Unity3d,Game Mobile,Unity2D",https://topdev.vn/viec-lam/mid-senior-unity-game-developer-storica-2030179
157,Technical Lead,"CSS,J2EE,Java,C#,HTML,SQL Server,Technical Leader,Web Service,Spring Boot",https://topdev.vn/viec-lam/technical-lead-tma-tech-group-2029638
158,Lập Trình Viên PHP,"PHP,Magento",https://topdev.vn/viec-lam/lap-trinh-vien-php-magezon-2029637
159,[Junior/Senior] Web System Developer,"Java,JavaScript,C#,Python,HTML",https://topdev.vn/viec-lam/junior-senior-web-system-developer-pasona-tech-viet-nam-2029616
160,Mobile Developer (iOS/Android - All Levels),"Swift,Android,iOS,Java,Mobile",https://topdev.vn/viec-lam/mobile-developer-ios-android-all-levels-topdev-s-client-2027776
161,Game Developer (Cocos Creator),"Cocos2D,Git,Cocos2D-x,Json/xml,Game Developer",https://topdev.vn/viec-lam/game-developer-cocos-creator-kaiju-vx-technology-2029754
162,Embedded Software Engineer (Kĩ Sư Lập Trình Nhúng),"Linux,Embedded System,Embedded Engineer",https://topdev.vn/viec-lam/embedded-software-engineer-ki-su-lap-trinh-nhung-tecapro-telecom-2029753
163,"Software Engineer (PHP, HTML, Javascript)","PHP,JavaScript,HTML,SQL Server",https://topdev.vn/viec-lam/software-engineer-php-html-javascript-tecapro-telecom-2029752
